semester,hallticket,subject_code,subject_name,internal_marks,external_marks,total,cgpa,grade,credits
Semester 5,246BIA73023,CS203,Database Systems,40,31,71,7.2,B+,4
Semester 5,246BIA73023,CS301,Machine Learning,25,32,57,4.8,C,4
Semester 5,246BIA73023,CS302,Computer Networks,41,27,68,6.5,B,4
Semester 5,246BIA73023,CS303,Software Engineering,28,40,68,6.3,B,4
Semester 5,246BIA73023,CS304,Artificial Intelligence,26,26,52,5.2,C+,4
Semester 5,246BIA73024,CS101,Mathematics,26,37,63,5.6,C+,4
Semester 5,246BIA73024,CS102,Physics,30,30,60,5.8,C+,4
Semester 5,246BIA73024,CS103,Chemistry,50,45,95,9.7,A+,4
Semester 5,246BIA73024,CS201,Data Structures,36,45,81,8.3,A,4
Semester 5,246BIA73024,CS202,Operating Systems,41,32,73,6.5,B,4
Semester 5,246BIA73024,CS203,Database Systems,33,40,73,6.6,B,4
Semester 5,246BIA73024,CS301,Machine Learning,39,44,83,9.1,A+,4
Semester 5,246BIA73024,CS302,Computer Networks,45,41,86,9.0,A+,4
Semester 5,246BIA73024,CS303,Software Engineering,49,27,76,8.3,A,4
Semester 5,246BIA73024,CS304,Artificial Intelligence,38,26,64,6.4,B,4
Semester 5,246BIA73025,CS101,Mathematics,49,36,85,7.6,B+,4
Semester 5,246BIA73025,CS102,Physics,44,34,78,8.3,A,4
Semester 5,246BIA73025,CS103,Chemistry,40,31,71,7.4,B+,4
Semester 5,246BIA73025,CS201,Data Structures,47,43,90,9.5,A+,4
Semester 5,246BIA73025,CS202,Operating Systems,39,26,65,6.9,B,4
Semester 5,246BIA73025,CS203,Database Systems,31,50,81,7.9,B+,4
Semester 5,246BIA73025,CS301,Machine Learning,43,25,68,7.3,B+,4
Semester 5,246BIA73025,CS302,Computer Networks,37,31,68,6.8,B,4
Semester 5,246BIA73025,CS303,Software Engineering,42,34,76,7.4,B+,4
Semester 5,246BIA73025,CS304,Artificial Intelligence,37,49,86,7.7,B+,4
Semester 5,246BIA73026,CS101,Mathematics,28,39,67,6.1,B,4
Semester 5,246BIA73026,CS102,Physics,49,50,99,10.0,A+,4
Semester 5,246BIA73026,CS103,Chemistry,40,38,78,8.2,A,4
Semester 5,246BIA73026,CS201,Data Structures,48,35,83,8.8,A,4
Semester 5,246BIA73026,CS202,Operating Systems,48,31,79,7.2,B+,4
Semester 5,246BIA73026,CS203,Database Systems,50,30,80,7.5,B+,4
Semester 5,246BIA73026,CS301,Machine Learning,30,49,79,8.2,A,4
Semester 5,246BIA73026,CS302,Computer Networks,39,35,74,6.9,B,4
Semester 5,246BIA73026,CS303,Software Engineering,36,47,83,8.5,A,4
Semester 5,246BIA73026,CS304,Artificial Intelligence,39,44,83,8.6,A,4
Semester 5,246BIA73027,CS101,Mathematics,26,37,63,6.6,B,4
Semester 5,246BIA73027,CS102,Physics,32,30,62,5.9,C+,4
Semester 5,246BIA73027,CS103,Chemistry,45,37,82,8.2,A,4
Semester 5,246BIA73027,CS201,Data Structures,27,27,54,4.8,C,4
Semester 5,246BIA73027,CS202,Operating Systems,29,49,78,7.9,B+,4
Semester 5,246BIA73027,CS203,Database Systems,45,37,82,8.3,A,4
Semester 5,246BIA73027,CS301,Machine Learning,42,28,70,6.1,B,4
Semester 5,246BIA73027,CS302,Computer Networks,32,27,59,5.7,C+,4
Semester 5,246BIA73027,CS303,Software Engineering,30,49,79,7.9,B+,4
Semester 5,246BIA73027,CS304,Artificial Intelligence,47,26,73,6.5,B,4
Semester 5,246BIA73028,CS101,Mathematics,31,44,75,7.0,B+,4
Semester 5,246BIA73028,CS102,Physics,40,37,77,8.5,A,4
Semester 5,246BIA73028,CS103,Chemistry,41,31,72,7.5,B+,4
Semester 5,246BIA73028,CS201,Data Structures,41,34,75,8.2,A,4
Semester 5,246BIA73028,CS202,Operating Systems,45,42,87,9.0,A+,4
Semester 5,246BIA73028,CS203,Database Systems,43,41,84,7.9,B+,4
Semester 5,246BIA73028,CS301,Machine Learning,30,45,75,6.6,B,4
Semester 5,246BIA73028,CS302,Computer Networks,42,43,85,7.7,B+,4
Semester 5,246BIA73028,CS303,Software Engineering,50,39,89,8.2,A,4
Semester 5,246BIA73028,CS304,Artificial Intelligence,49,39,88,8.7,A,4
Semester 5,246BIA73029,CS101,Mathematics,28,45,73,6.8,B,4
Semester 5,246BIA73029,CS102,Physics,46,31,77,7.0,B+,4
Semester 5,246BIA73029,CS103,Chemistry,25,47,72,6.7,B,4
Semester 5,246BIA73029,CS201,Data Structures,25,32,57,5.6,C+,4
Semester 5,246BIA73029,CS202,Operating Systems,26,30,56,6.1,B,4
Semester 5,246BIA73029,CS203,Database Systems,30,43,73,8.2,A,4
Semester 5,246BIA73029,CS301,Machine Learning,26,26,52,5.4,C+,4
Semester 5,246BIA73029,CS302,Computer Networks,32,37,69,7.7,B+,4
Semester 5,246BIA73029,CS303,Software Engineering,37,42,79,8.4,A,4
Semester 5,246BIA73029,CS304,Artificial Intelligence,47,27,74,6.6,B,4
Semester 5,246BIA73030,CS101,Mathematics,28,40,68,7.6,B+,4
Semester 5,246BIA73030,CS102,Physics,38,44,82,7.2,B+,4
Semester 5,246BIA73030,CS103,Chemistry,33,40,73,7.1,B+,4
Semester 5,246BIA73030,CS201,Data Structures,26,33,59,6.9,B,4
Semester 5,246BIA73030,CS202,Operating Systems,45,28,73,7.1,B+,4
Semester 5,246BIA73030,CS203,Database Systems,27,35,62,6.6,B,4
Semester 5,246BIA73030,CS301,Machine Learning,41,47,88,9.7,A+,4
Semester 5,246BIA73030,CS302,Computer Networks,49,25,74,8.1,A,4
Semester 5,246BIA73030,CS303,Software Engineering,47,41,88,9.3,A+,4
Semester 5,246BIA73030,CS304,Artificial Intelligence,46,47,93,9.6,A+,4
Semester 5,246BIA73031,CS101,Mathematics,48,36,84,9.4,A+,4
Semester 5,246BIA73031,CS102,Physics,47,43,90,8.1,A,4
Semester 5,246BIA73031,CS103,Chemistry,49,28,77,6.7,B,4
Semester 5,246BIA73031,CS201,Data Structures,49,26,75,7.5,B+,4
Semester 5,246BIA73031,CS202,Operating Systems,41,34,75,7.5,B+,4
Semester 5,246BIA73031,CS203,Database Systems,41,42,83,8.5,A,4
Semester 5,246BIA73031,CS301,Machine Learning,48,38,86,7.7,B+,4
Semester 5,246BIA73031,CS302,Computer Networks,45,33,78,7.3,B+,4
Semester 5,246BIA73031,CS303,Software Engineering,44,32,76,7.0,B+,4
Semester 5,246BIA73031,CS304,Artificial Intelligence,26,47,73,6.4,B,4
Semester 5,246BIA73032,CS101,Mathematics,26,40,66,5.7,C+,4
Semester 5,246BIA73032,CS102,Physics,26,28,54,6.3,B,4
Semester 5,246BIA73032,CS103,Chemistry,48,31,79,7.4,B+,4
Semester 5,246BIA73032,CS201,Data Structures,32,31,63,7.2,B+,4
Semester 5,246BIA73032,CS202,Operating Systems,36,37,73,7.9,B+,4
Semester 5,246BIA73032,CS203,Database Systems,34,36,70,7.4,B+,4
Semester 5,246BIA73032,CS301,Machine Learning,36,36,72,6.4,B,4
Semester 5,246BIA73032,CS302,Computer Networks,34,44,78,8.1,A,4
Semester 5,246BIA73032,CS303,Software Engineering,41,33,74,6.8,B,4
Semester 5,246BIA73032,CS304,Artificial Intelligence,44,46,90,9.1,A+,4
Semester 5,246BIA73033,CS101,Mathematics,27,47,74,7.2,B+,4
Semester 5,246BIA73033,CS102,Physics,42,39,81,7.2,B+,4
Semester 5,246BIA73033,CS103,Chemistry,38,41,79,7.4,B+,4
Semester 5,246BIA73033,CS201,Data Structures,29,37,66,6.8,B,4
Semester 5,246BIA73033,CS202,Operating Systems,44,50,94,8.6,A,4
Semester 5,246BIA73033,CS203,Database Systems,37,25,62,7.1,B+,4
Semester 5,246BIA73033,CS301,Machine Learning,41,26,67,6.3,B,4
Semester 5,246BIA73033,CS302,Computer Networks,29,46,75,6.6,B,4
Semester 5,246BIA73033,CS303,Software Engineering,44,47,91,8.7,A,4
Semester 5,246BIA73033,CS304,Artificial Intelligence,40,33,73,7.0,B+,4
Semester 5,246BIA73034,CS101,Mathematics,36,33,69,7.6,B+,4
Semester 5,246BIA73034,CS102,Physics,45,38,83,8.5,A,4
Semester 5,246BIA73034,CS103,Chemistry,28,36,64,6.4,B,4
Semester 5,246BIA73034,CS201,Data Structures,41,50,91,9.4,A+,4
Semester 5,246BIA73034,CS202,Operating Systems,36,31,67,6.7,B,4
Semester 5,246BIA73034,CS203,Database Systems,48,32,80,7.4,B+,4
Semester 5,246BIA73034,CS301,Machine Learning,35,30,65,6.4,B,4
Semester 5,246BIA73034,CS302,Computer Networks,36,26,62,5.3,C+,4
Semester 5,246BIA73034,CS303,Software Engineering,29,34,63,6.1,B,4
Semester 5,246BIA73034,CS304,Artificial Intelligence,38,39,77,7.9,B+,4
Semester 5,246BIA73035,CS101,Mathematics,40,28,68,7.1,B+,4
Semester 5,246BIA73035,CS102,Physics,46,50,96,9.5,A+,4
Semester 5,246BIA73035,CS103,Chemistry,49,36,85,7.6,B+,4
Semester 5,246BIA73035,CS201,Data Structures,28,36,64,6.3,B,4
Semester 5,246BIA73035,CS202,Operating Systems,27,43,70,6.2,B,4
Semester 5,246BIA73035,CS203,Database Systems,31,40,71,6.6,B,4
Semester 5,246BIA73035,CS301,Machine Learning,29,45,74,8.3,A,4
Semester 5,246BIA73035,CS302,Computer Networks,32,26,58,5.5,C+,4
Semester 5,246BIA73035,CS303,Software Engineering,40,28,68,6.9,B,4
Semester 5,246BIA73035,CS304,Artificial Intelligence,30,39,69,6.3,B,4
Semester 5,246BIA73036,CS101,Mathematics,27,49,76,6.7,B,4
Semester 5,246BIA73036,CS102,Physics,49,28,77,7.3,B+,4
Semester 5,246BIA73036,CS103,Chemistry,32,25,57,6.5,B,4
Semester 5,246BIA73036,CS201,Data Structures,44,36,80,8.8,A,4
Semester 5,246BIA73036,CS202,Operating Systems,47,39,86,9.0,A+,4
Semester 5,246BIA73036,CS203,Database Systems,27,35,62,6.0,B,4
Semester 5,246BIA73036,CS301,Machine Learning,36,31,67,5.9,C+,4
Semester 5,246BIA73036,CS302,Computer Networks,43,43,86,9.1,A+,4
Semester 5,246BIA73036,CS303,Software Engineering,50,46,96,8.7,A,4
Semester 5,246BIA73036,CS304,Artificial Intelligence,36,50,86,8.6,A,4
Semester 5,246BIA73037,CS101,Mathematics,40,40,80,8.1,A,4
Semester 5,246BIA73037,CS102,Physics,33,27,60,6.8,B,4
Semester 5,246BIA73037,CS103,Chemistry,45,41,86,9.0,A+,4
Semester 5,246BIA73037,CS201,Data Structures,40,36,76,7.1,B+,4
Semester 5,246BIA73037,CS202,Operating Systems,29,44,73,7.5,B+,4
Semester 5,246BIA73037,CS203,Database Systems,47,28,75,6.8,B,4
Semester 5,246BIA73037,CS301,Machine Learning,37,42,79,7.1,B+,4
Semester 5,246BIA73037,CS302,Computer Networks,25,26,51,5.5,C+,4
Semester 5,246BIA73037,CS303,Software Engineering,46,29,75,6.8,B,4
Semester 5,246BIA73037,CS304,Artificial Intelligence,33,42,75,7.0,B+,4
Semester 5,246BIA73038,CS101,Mathematics,34,34,68,7.3,B+,4
Semester 5,246BIA73038,CS102,Physics,30,36,66,7.4,B+,4
Semester 5,246BIA73038,CS103,Chemistry,48,35,83,7.4,B+,4
Semester 5,246BIA73038,CS201,Data Structures,36,28,64,6.6,B,4
Semester 5,246BIA73038,CS202,Operating Systems,43,47,90,8.4,A,4
Semester 5,246BIA73038,CS203,Database Systems,34,40,74,8.4,A,4
Semester 5,246BIA73038,CS301,Machine Learning,37,40,77,6.9,B,4
Semester 5,246BIA73038,CS302,Computer Networks,48,40,88,8.5,A,4
Semester 5,246BIA73038,CS303,Software Engineering,26,47,73,8.0,A,4
Semester 5,246BIA73038,CS304,Artificial Intelligence,35,46,81,7.6,B+,4
Semester 5,246BIA73039,CS101,Mathematics,48,40,88,9.1,A+,4
Semester 5,246BIA73039,CS102,Physics,38,29,67,7.0,B+,4
Semester 5,246BIA73039,CS103,Chemistry,46,39,85,8.4,A,4
Semester 5,246BIA73039,CS201,Data Structures,50,30,80,8.4,A,4
Semester 5,246BIA73039,CS202,Operating Systems,34,35,69,7.7,B+,4
Semester 5,246BIA73039,CS203,Database Systems,49,46,95,9.4,A+,4
Semester 5,246BIA73039,CS301,Machine Learning,48,47,95,8.7,A,4
Semester 5,246BIA73039,CS302,Computer Networks,38,41,79,7.3,B+,4
Semester 5,246BIA73039,CS303,Software Engineering,26,30,56,5.9,C+,4
Semester 5,246BIA73039,CS304,Artificial Intelligence,30,37,67,6.7,B,4
Semester 5,246BIA73040,CS101,Mathematics,27,46,73,7.9,B+,4
Semester 5,246BIA73040,CS102,Physics,30,50,80,8.7,A,4
Semester 5,246BIA73040,CS103,Chemistry,50,25,75,8.1,A,4
Semester 5,246BIA73040,CS201,Data Structures,38,39,77,8.2,A,4
Semester 5,246BIA73040,CS202,Operating Systems,34,38,72,8.1,A,4
Semester 5,246BIA73040,CS203,Database Systems,44,40,84,8.1,A,4
Semester 5,246BIA73040,CS301,Machine Learning,29,47,76,7.8,B+,4
Semester 5,246BIA73040,CS302,Computer Networks,27,50,77,7.1,B+,4
Semester 5,246BIA73040,CS303,Software Engineering,41,41,82,8.8,A,4
Semester 5,246BIA73040,CS304,Artificial Intelligence,31,40,71,6.1,B,4
Semester 5,246BIA73041,CS101,Mathematics,47,33,80,8.5,A,4
Semester 5,246BIA73041,CS102,Physics,29,42,71,7.5,B+,4
Semester 5,246BIA73041,CS103,Chemistry,32,32,64,6.1,B,4
Semester 5,246BIA73041,CS201,Data Structures,31,47,78,8.5,A,4
Semester 5,246BIA73041,CS202,Operating Systems,29,30,59,6.1,B,4
Semester 5,246BIA73041,CS203,Database Systems,31,33,64,6.1,B,4
Semester 5,246BIA73041,CS301,Machine Learning,38,44,82,7.4,B+,4
Semester 5,246BIA73041,CS302,Computer Networks,50,37,87,9.0,A+,4
Semester 5,246BIA73041,CS303,Software Engineering,41,49,90,8.6,A,4
Semester 5,246BIA73041,CS304,Artificial Intelligence,39,37,76,8.2,A,4
Semester 5,246BIA73042,CS101,Mathematics,36,34,70,7.8,B+,4
Semester 5,246BIA73042,CS102,Physics,39,43,82,8.9,A,4
Semester 5,246BIA73042,CS103,Chemistry,48,38,86,7.8,B+,4
Semester 5,246BIA73042,CS201,Data Structures,47,48,95,8.6,A,4
Semester 5,246BIA73042,CS202,Operating Systems,42,25,67,7.4,B+,4
Semester 5,246BIA73042,CS203,Database Systems,38,50,88,8.1,A,4
Semester 5,246BIA73042,CS301,Machine Learning,31,33,64,6.0,B,4
Semester 5,246BIA73042,CS302,Computer Networks,43,34,77,7.9,B+,4
Semester 5,246BIA73042,CS303,Software Engineering,40,49,89,8.0,A,4
Semester 5,246BIA73042,CS304,Artificial Intelligence,31,41,72,7.4,B+,4
Semester 5,246BIA73043,CS101,Mathematics,32,37,69,7.8,B+,4
Semester 5,246BIA73043,CS102,Physics,38,30,68,7.0,B+,4
Semester 5,246BIA73043,CS103,Chemistry,48,27,75,8.3,A,4
Semester 5,246BIA73043,CS201,Data Structures,46,47,93,10.0,A+,4
Semester 5,246BIA73043,CS202,Operating Systems,35,46,81,9.0,A+,4
Semester 5,246BIA73043,CS203,Database Systems,34,41,75,7.1,B+,4
Semester 5,246BIA73043,CS301,Machine Learning,45,27,72,6.3,B,4
Semester 5,246BIA73043,CS302,Computer Networks,38,50,88,8.8,A,4
Semester 5,246BIA73043,CS303,Software Engineering,43,33,76,7.6,B+,4
Semester 5,246BIA73043,CS304,Artificial Intelligence,46,46,92,9.9,A+,4
Semester 5,246BIA73044,CS101,Mathematics,25,33,58,6.2,B,4
Semester 5,246BIA73044,CS102,Physics,44,41,85,8.9,A,4
Semester 5,246BIA73044,CS103,Chemistry,25,34,59,6.0,B,4
Semester 5,246BIA73044,CS201,Data Structures,29,37,66,6.1,B,4
Semester 5,246BIA73044,CS202,Operating Systems,36,43,79,7.9,B+,4
Semester 5,246BIA73044,CS203,Database Systems,46,28,74,7.8,B+,4
Semester 5,246BIA73044,CS301,Machine Learning,30,48,78,7.6,B+,4
Semester 5,246BIA73044,CS302,Computer Networks,37,48,85,7.9,B+,4
Semester 5,246BIA73044,CS303,Software Engineering,26,45,71,7.3,B+,4
Semester 5,246BIA73044,CS304,Artificial Intelligence,37,29,66,6.8,B,4
Semester 5,246BIA73045,CS101,Mathematics,40,50,90,9.7,A+,4
Semester 5,246BIA73045,CS102,Physics,46,49,95,9.6,A+,4
Semester 5,246BIA73045,CS103,Chemistry,46,48,94,10.0,A+,4
Semester 5,246BIA73045,CS201,Data Structures,40,44,84,8.7,A,4
Semester 5,246BIA73045,CS202,Operating Systems,40,25,65,6.9,B,4
Semester 5,246BIA73045,CS203,Database Systems,46,41,87,9.2,A+,4
Semester 5,246BIA73045,CS301,Machine Learning,42,40,82,8.8,A,4
Semester 5,246BIA73045,CS302,Computer Networks,28,38,66,7.3,B+,4
Semester 5,246BIA73045,CS303,Software Engineering,46,31,77,8.2,A,4
Semester 5,246BIA73045,CS304,Artificial Intelligence,49,25,74,7.3,B+,4
Semester 5,246BIA73046,CS101,Mathematics,31,41,72,7.7,B+,4
Semester 5,246BIA73046,CS102,Physics,42,45,87,9.2,A+,4
Semester 5,246BIA73046,CS103,Chemistry,49,50,99,8.9,A,4
Semester 5,246BIA73046,CS201,Data Structures,48,28,76,6.9,B,4
Semester 5,246BIA73046,CS202,Operating Systems,26,28,54,6.2,B,4
Semester 5,246BIA73046,CS203,Database Systems,35,43,78,7.5,B+,4
Semester 5,246BIA73046,CS301,Machine Learning,28,34,62,5.4,C+,4
Semester 5,246BIA73046,CS302,Computer Networks,50,38,88,8.3,A,4
Semester 5,246BIA73046,CS303,Software Engineering,45,29,74,7.0,B+,4
Semester 5,246BIA73046,CS304,Artificial Intelligence,45,37,82,9.1,A+,4
Semester 5,246BIA73047,CS101,Mathematics,49,29,78,7.3,B+,4
Semester 5,246BIA73047,CS102,Physics,27,41,68,7.6,B+,4
Semester 5,246BIA73047,CS103,Chemistry,32,32,64,5.4,C+,4
Semester 5,246BIA73047,CS201,Data Structures,33,32,65,7.2,B+,4
Semester 5,246BIA73047,CS202,Operating Systems,43,34,77,8.6,A,4
Semester 5,246BIA73047,CS203,Database Systems,32,38,70,7.9,B+,4
Semester 5,246BIA73047,CS301,Machine Learning,49,45,94,8.7,A,4
Semester 5,246BIA73047,CS302,Computer Networks,46,46,92,9.4,A+,4
Semester 5,246BIA73047,CS303,Software Engineering,45,44,89,9.7,A+,4
Semester 5,246BIA73047,CS304,Artificial Intelligence,32,31,63,6.1,B,4
Semester 5,246BIA73048,CS101,Mathematics,30,47,77,7.3,B+,4
Semester 5,246BIA73048,CS102,Physics,25,26,51,5.8,C+,4
Semester 5,246BIA73048,CS103,Chemistry,36,49,85,9.2,A+,4
Semester 5,246BIA73048,CS201,Data Structures,26,40,66,7.2,B+,4
Semester 5,246BIA73048,CS202,Operating Systems,26,27,53,4.6,C,4
Semester 5,246BIA73048,CS203,Database Systems,25,31,56,4.6,C,4
Semester 5,246BIA73048,CS301,Machine Learning,25,44,69,7.5,B+,4
Semester 5,246BIA73048,CS302,Computer Networks,29,39,68,6.3,B,4
Semester 5,246BIA73048,CS303,Software Engineering,41,34,75,7.0,B+,4
Semester 5,246BIA73048,CS304,Artificial Intelligence,29,33,62,6.5,B,4
Semester 5,246BIA73049,CS101,Mathematics,48,43,91,9.9,A+,4
Semester 5,246BIA73049,CS102,Physics,44,36,80,8.5,A,4
Semester 5,246BIA73049,CS103,Chemistry,28,25,53,4.8,C,4
Semester 5,246BIA73049,CS201,Data Structures,27,25,52,5.8,C+,4
Semester 5,246BIA73049,CS202,Operating Systems,45,40,85,9.0,A+,4
Semester 5,246BIA73049,CS203,Database Systems,48,49,97,9.7,A+,4
Semester 5,246BIA73049,CS301,Machine Learning,40,30,70,7.1,B+,4
Semester 5,246BIA73049,CS302,Computer Networks,48,41,89,9.6,A+,4
Semester 5,246BIA73049,CS303,Software Engineering,33,43,76,7.3,B+,4
Semester 5,246BIA73049,CS304,Artificial Intelligence,43,34,77,7.5,B+,4
Semester 5,246BIA73050,CS101,Mathematics,26,41,67,7.0,B+,4
Semester 5,246BIA73050,CS102,Physics,32,25,57,4.8,C,4
Semester 5,246BIA73050,CS103,Chemistry,49,38,87,8.4,A,4
Semester 5,246BIA73050,CS201,Data Structures,34,25,59,6.5,B,4
Semester 5,246BIA73050,CS202,Operating Systems,28,26,54,6.2,B,4
Semester 5,246BIA73050,CS203,Database Systems,48,33,81,7.8,B+,4
Semester 5,246BIA73050,CS301,Machine Learning,34,47,81,7.2,B+,4
Semester 5,246BIA73050,CS302,Computer Networks,39,47,86,8.9,A,4
Semester 5,246BIA73050,CS303,Software Engineering,40,32,72,7.4,B+,4
Semester 5,246BIA73050,CS304,Artificial Intelligence,25,38,63,5.7,C+,4
Semester 5,246BIA73051,CS101,Mathematics,35,36,71,7.2,B+,4
Semester 5,246BIA73051,CS102,Physics,25,26,51,4.3,C,4
Semester 5,246BIA73051,CS103,Chemistry,39,26,65,6.3,B,4
Semester 5,246BIA73051,CS201,Data Structures,43,37,80,8.4,A,4
Semester 5,246BIA73051,CS202,Operating Systems,42,43,85,8.5,A,4
Semester 5,246BIA73051,CS203,Database Systems,28,33,61,5.9,C+,4
Semester 5,246BIA73051,CS301,Machine Learning,50,37,87,8.9,A,4
Semester 5,246BIA73051,CS302,Computer Networks,35,31,66,6.6,B,4
Semester 5,246BIA73051,CS303,Software Engineering,48,30,78,7.7,B+,4
Semester 5,246BIA73051,CS304,Artificial Intelligence,43,25,68,6.7,B,4
Semester 5,246BIA73052,CS101,Mathematics,36,41,77,7.9,B+,4
Semester 5,246BIA73052,CS102,Physics,40,37,77,7.1,B+,4
Semester 5,246BIA73052,CS103,Chemistry,45,48,93,8.8,A,4
Semester 5,246BIA73052,CS201,Data Structures,34,29,63,6.2,B,4
Semester 5,246BIA73052,CS202,Operating Systems,37,34,71,7.3,B+,4
Semester 5,246BIA73052,CS203,Database Systems,45,28,73,7.8,B+,4
Semester 5,246BIA73052,CS301,Machine Learning,50,35,85,7.7,B+,4
Semester 5,246BIA73052,CS302,Computer Networks,32,32,64,6.6,B,4
Semester 5,246BIA73052,CS303,Software Engineering,39,32,71,6.7,B,4
Semester 5,246BIA73052,CS304,Artificial Intelligence,26,49,75,7.9,B+,4
Semester 5,246BIA73053,CS101,Mathematics,35,31,66,5.6,C+,4
Semester 5,246BIA73053,CS102,Physics,41,31,72,7.9,B+,4
Semester 5,246BIA73053,CS103,Chemistry,33,38,71,6.1,B,4
Semester 5,246BIA73053,CS201,Data Structures,45,50,95,10.0,A+,4
Semester 5,246BIA73053,CS202,Operating Systems,27,33,60,5.6,C+,4
Semester 5,246BIA73053,CS203,Database Systems,38,35,73,7.3,B+,4
Semester 5,246BIA73053,CS301,Machine Learning,50,45,95,10.0,A+,4
Semester 5,246BIA73053,CS302,Computer Networks,48,45,93,8.9,A,4
Semester 5,246BIA73053,CS303,Software Engineering,41,41,82,7.5,B+,4
Semester 5,246BIA73053,CS304,Artificial Intelligence,46,25,71,7.2,B+,4
Semester 5,246BIA73054,CS101,Mathematics,32,45,77,8.3,A,4
Semester 5,246BIA73054,CS102,Physics,40,36,76,6.6,B,4
Semester 5,246BIA73054,CS103,Chemistry,41,34,75,6.8,B,4
Semester 5,246BIA73054,CS201,Data Structures,28,50,78,7.4,B+,4
Semester 5,246BIA73054,CS202,Operating Systems,33,28,61,7.0,B+,4
Semester 5,246BIA73054,CS203,Database Systems,50,47,97,9.6,A+,4
Semester 5,246BIA73054,CS301,Machine Learning,33,32,65,6.9,B,4
Semester 5,246BIA73054,CS302,Computer Networks,27,46,73,7.1,B+,4
Semester 5,246BIA73054,CS303,Software Engineering,26,32,58,6.8,B,4
Semester 5,246BIA73054,CS304,Artificial Intelligence,30,31,61,6.6,B,4
Semester 5,246BIA73055,CS101,Mathematics,45,34,79,8.8,A,4
Semester 5,246BIA73055,CS102,Physics,40,47,87,7.8,B+,4
Semester 5,246BIA73055,CS103,Chemistry,36,50,86,9.2,A+,4
Semester 5,246BIA73055,CS201,Data Structures,41,47,88,9.0,A+,4
Semester 5,246BIA73055,CS202,Operating Systems,45,47,92,9.2,A+,4
Semester 5,246BIA73055,CS203,Database Systems,25,35,60,5.6,C+,4
Semester 5,246BIA73055,CS301,Machine Learning,49,38,87,9.2,A+,4
Semester 5,246BIA73055,CS302,Computer Networks,38,44,82,8.5,A,4
Semester 5,246BIA73055,CS303,Software Engineering,45,27,72,7.4,B+,4
Semester 5,246BIA73055,CS304,Artificial Intelligence,48,36,84,7.6,B+,4
Semester 5,246BIA73056,CS101,Mathematics,37,42,79,8.6,A,4
Semester 5,246BIA73056,CS102,Physics,49,42,91,10.0,A+,4
Semester 5,246BIA73056,CS103,Chemistry,44,45,89,9.8,A+,4
Semester 5,246BIA73056,CS201,Data Structures,27,44,71,6.3,B,4
Semester 5,246BIA73056,CS202,Operating Systems,28,45,73,6.4,B,4
Semester 5,246BIA73056,CS203,Database Systems,43,30,73,7.5,B+,4
Semester 5,246BIA73056,CS301,Machine Learning,38,46,84,7.7,B+,4
Semester 5,246BIA73056,CS302,Computer Networks,33,49,82,7.6,B+,4
Semester 5,246BIA73056,CS303,Software Engineering,37,38,75,7.5,B+,4
Semester 5,246BIA73056,CS304,Artificial Intelligence,47,32,79,8.5,A,4
Semester 5,246BIA73057,CS101,Mathematics,42,33,75,7.3,B+,4
Semester 5,246BIA73057,CS102,Physics,41,25,66,5.6,C+,4
Semester 5,246BIA73057,CS103,Chemistry,25,37,62,6.3,B,4
Semester 5,246BIA73057,CS201,Data Structures,50,31,81,8.1,A,4
Semester 5,246BIA73057,CS202,Operating Systems,36,26,62,6.5,B,4
Semester 5,246BIA73057,CS203,Database Systems,37,47,84,8.7,A,4
Semester 5,246BIA73057,CS301,Machine Learning,41,47,88,8.8,A,4
Semester 5,246BIA73057,CS302,Computer Networks,27,44,71,6.8,B,4
Semester 5,246BIA73057,CS303,Software Engineering,31,25,56,6.3,B,4
Semester 5,246BIA73057,CS304,Artificial Intelligence,50,37,87,9.1,A+,4
Semester 5,246BIA73058,CS101,Mathematics,29,26,55,4.9,C,4
Semester 5,246BIA73058,CS102,Physics,29,30,59,6.1,B,4
Semester 5,246BIA73058,CS103,Chemistry,39,27,66,7.6,B+,4
Semester 5,246BIA73058,CS201,Data Structures,45,27,72,7.3,B+,4
Semester 5,246BIA73058,CS202,Operating Systems,25,28,53,4.4,C,4
Semester 5,246BIA73058,CS203,Database Systems,50,33,83,8.7,A,4
Semester 5,246BIA73058,CS301,Machine Learning,39,37,76,7.1,B+,4
Semester 5,246BIA73058,CS302,Computer Networks,28,29,57,5.2,C+,4
